Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/STATO_0000254		y	Allele frequency	
http://purl.obolibrary.org/obo/STATO_0000091		y	Genome-wide association study	
