Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://www.ebi.ac.uk/swo/data/SWO_3000053		y	Knowledge representation	
http://www.ebi.ac.uk/swo/interface/SWO_9000051		y	Web service	
http://www.ebi.ac.uk/swo/SWO_0000001		y	Software	
http://www.ebi.ac.uk/swo/SWO_0000143		y	Data storage	
