Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/CLO_0000031		y	Cell line	
http://purl.obolibrary.org/obo/CLO_0036932		y	Hybridoma	
http://purl.obolibrary.org/obo/CLO_0037280	human embryonic stem cell line cell	y	Human embryonic stem cell line cell	
http://purl.obolibrary.org/obo/CLO_0037308	human induced pluripotent stem cell line cell	y	Human induced pluripotent stem cell line cell	
