Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/MP_0002555		y	Addiction	
http://purl.obolibrary.org/obo/MP_0003935		y	Abnormal craniofacial development	
http://purl.obolibrary.org/obo/MP_0005382		y	Craniofacial phenotype	
