Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/AERO_0000009		y	Adverse reaction	
http://purl.obolibrary.org/obo/AERO_0000066		y	Adverse side effect	
