Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://biomodels.net/SBO/SBO_0000027		y	Michaelis constant	
http://biomodels.net/SBO/SBO_0000242		y	Channel	
http://biomodels.net/SBO/SBO_0000261		y	Inhibitory constant	
http://biomodels.net/SBO/SBO_0000414		y	Cis element	
http://biomodels.net/SBO/SBO_0000493		y	Functional domain	
