Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/HP_0001428		y	Somatic mutation	
http://purl.obolibrary.org/obo/HP_0002664		y	Tumor	
http://purl.obolibrary.org/obo/HP_0010984		y	Digenic inheritance	
