Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/FBbi_00000267		y	Animation	
http://purl.obolibrary.org/obo/FBbi_00000364		y	Light-sheet illumination	
