Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/OGI_0000042		y	Gene regulatory element	
http://purl.obolibrary.org/obo/OGI_0000051		y	Genetic marker	
