Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/CLO_0000031		y	Cell line	
http://purl.obolibrary.org/obo/CLO_0036932		y	Hybridoma	
